DBN,Year,PreK,Kindergarten,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Ungraded,Total,SCC,CTT,other,bilingual,dualLang,esl,ELLwithIEP,overage,nativeAmerican,black,latino,asian,white,male,female,attendance,stability,povertyRate,temporaryHousing,immigrants,principalSuspensions,superintendentSuspensions,cte,earlyCollege,teachers,admin,paraprofessionals,fullyLicensed,moreThanTwoTeaching,moreThanFiveTeaching,mastersDegreeOrHigher,coreClassHighlyQualifiedTeacher
09X252,2008,0,0,0,0,0,0,0,0,0,0,105,113,123,0,0,341,0,0,14,0,0,28,0,1,0.3,34.9,62.2,1.8,0.9,45.2,54.8,86.6,96.3,71.7,1,7,35,14, TBD ,0,21,5,0,100,14.3,19,71,81.7
09X260,2008,0,0,0,0,0,0,0,0,0,0,135,128,75,0,0,338,10,3,0,0,0,14,0,4,0.9,28.7,64.2,5.6,0.6,47.9,52.1,90.2,98.2,81.2,1,3,6,7, TBD ,0,21,5,0,100,14.3,14.3,76,88.2
09X263,2008,0,0,0,0,0,0,0,0,0,0,112,116,108,0,0,336,7,4,32,0,0,44,0,6,0.6,33.3,65.5,0.3,0.3,32.1,67.9,79.2,92.2,78.3,0,8,0,7, TBD ,0,20,5,2,100,15,25,65,82.4
09X303,2008,0,0,0,0,0,0,0,123,118,109,1,0,0,0,0,351,23,0,29,0,0,45,2,5,1.7,29.3,68.7,0,0.3,44.4,55.6,91.5,94.8,91.4,6,4,1,0, TBD ,0,26,4,4,96.2,50,19.2,73,93
09X313,2008,0,0,0,0,0,0,0,135,143,150,0,0,0,0,0,428,20,0,26,76,0,44,1,19,1.4,33.4,64,0.9,0.2,53,47,85.2,89.9,86.6,3,19,0,9,0,0,33,10,2,100,57.6,48.5,64,91.3
09X323,2008,0,0,0,0,0,0,0,129,158,213,0,0,0,0,1,501,38,0,20,58,0,74,0,20,0.4,39.9,58.7,0.8,0.2,49.1,50.9,86,84.9,84.1,14,27,84,14,0,0,45,8,1,100,60,42.2,64,88.1
09X325,2008,0,0,0,0,0,0,89,110,154,131,0,0,0,0,0,484,56,0,27,102,0,98,14,11,0.2,26.6,70.2,2.5,0.4,52.1,47.9,90.6,92.3,75.4,5,13,17,16,0,0,39,6,3,100,20.5,12.8,54,80.2
09X327,2008,0,0,0,0,0,0,0,56,104,57,0,0,0,0,0,217,0,0,19,0,0,25,0,1,0,30.9,68.2,0.9,0,41.9,58.1,93.3,97.2,82.8,1,3,16,16,0,0,15,4,0,100,33.3,26.7,40,93.3
09X328,2008,0,0,0,0,0,0,0,89,90,77,0,0,0,0,3,259,31,0,13,16,0,44,0,17,0.8,38.6,58.7,1.2,0.8,50.6,49.4,87.9,83.3,67.4,7,13,10,14,0,0,24,5,2,100,41.7,41.7,71,75
09X329,2008,0,0,0,0,0,0,0,0,0,0,141,74,0,0,0,215,0,0,21,0,0,40,0,7,0.5,34.4,62.3,1.4,1.4,39.5,60.5,83.2,92,72.7,4,8,44,6, TBD ,0,13,6,0,100,0,15.4,62,100
09X339,2008,0,0,0,0,0,0,0,268,273,312,0,0,0,0,41,894,132,13,44,91,0,129,19,30,0.4,29.9,68.2,1.1,0.3,50.6,49.4,86.8,92.6,79.6,18,41,343,34,0,0,77,29,13,100,55.8,40.3,64,77
09X365,2008,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,110,0,0,0,102,0,0,0,3,0,0,100,0,0,57.3,42.7,94,79.2,60,0,69,0,0, TBD ,0,8,3,0,100,0,12.5,38,80
09X505,2008,0,0,0,0,0,0,0,0,79,62,104,135,104,106,4,594,34,11,29,0,0,17,9,6,0.8,37.2,57.9,2.9,1.2,38.9,61.1,94.7/87.2,95.2,61.7,8,2,53,29, TBD ,0,43,13,1,100,60,42.2,82,90.9
09X517,2008,0,0,0,0,0,0,0,53,55,55,119,94,71,50,1,498,0,13,13,0,0,28,0,14,0,57.6,41,1,0.4,45.6,54.4,90.2/86.9,94.3,73.1,3,1,1,13, TBD ,0,30,6,0,100,40,26.7,70,88.5
09X525,2008,0,0,0,0,0,0,0,0,0,0,193,201,137,117,1,649,48,15,38,0,0,29,9,20,0.3,43.4,54.1,1.2,0.9,39.6,60.4,84.5,90.5,70.1,4,4,16,26, TBD ,0,38,21,2,100,69.2,41,85,88.1
10X003,2008,10,35,46,35,63,57,59,39,67,59,0,0,0,0,1,471,49,22,36,0,0,41,13,3,2.3,34.4,60.5,1.7,1.1,51.2,48.8,89.8,92.8,69.1,3,0,122,19,0,0,58,15,1,100,63.8,44.8,88,91.1
10X007,2008,0,51,0,42,144,165,169,0,0,0,0,0,0,0,4,575,49,6,16,69,0,76,6,0,0.2,11.6,79.6,4,4.5,52.9,47.1,93.3,91.3,79.3,23,17,4,1,0,0,54,14,3,100,74.1,48.1,81,92.6
10X008,2008,0,199,219,180,166,198,192,0,0,0,0,0,0,0,3,1157,24,16,98,136,0,225,3,0,0.2,13.8,70.7,7.4,8,49.7,50.3,91.1,93.7,77.6,4,23,17,3,0,0,85,18,0,100,61.2,45.9,78,98.3
10X009,2008,35,77,85,93,122,138,147,0,0,0,0,0,0,0,2,699,49,5,52,96,0,108,11,0,0.1,24.6,73.5,0.7,1,54.9,45.1,90.7,88.4,88.3,7,18,18,13,0,0,62,14,6,100,77.4,66.1,85,98.9
10X015,2008,0,48,56,57,56,49,75,73,99,59,0,0,0,0,4,576,50,0,42,0,0,54,6,1,0.4,15.1,81.8,2.3,0.5,44.4,55.6,93.9,96.5,85.5,3,1,2,11,0,0,47,15,1,100,53.2,42.6,72,74.4
10X020,2008,33,100,118,96,98,106,129,132,186,164,0,0,0,0,32,1194,120,26,79,0,0,317,0,1,0.8,12.4,69.8,10.1,6.8,48.9,51.1,92,93.4,78.7,12,9,4,7,0,0,105,34,8,100,70.5,47.6,79,97.6
10X023,2008,36,178,175,168,0,0,0,0,0,0,0,0,0,0,12,569,121,66,18,44,0,61,8,0,0.4,31.1,66.8,0.7,1,61.5,38.5,,83.6,84.9,37,9,0,1,0,0,64,41,8,100,65.6,50,73,85.3
10X024,2008,0,111,135,125,107,114,122,0,0,0,0,0,0,0,9,723,65,0,65,0,0,40,7,0,0.1,13.4,32.5,10.1,43.8,53.7,46.3,94.6,94.3,17.5,1,4,13,0,0,0,57,19,11,100,75.4,56.1,95,98.7
10X032,2008,0,134,123,112,150,144,147,0,0,0,0,0,0,0,2,812,66,22,51,77,0,64,3,0,0,27.1,69.8,0.4,2.7,52.8,47.2,90.6,89.6,91.2,41,13,7,2,0,0,75,24,4,100,57.3,41.3,73,97.8
10X033,2008,35,159,190,179,156,162,172,0,0,0,0,0,0,0,2,1055,57,11,61,133,0,194,6,0,0.3,15.6,82.2,1.5,0.5,48.3,51.7,91.4,92.2,98.5,8,31,3,6,0,0,73,15,4,100,58.9,43.8,74,90.8
10X037,2008,0,37,71,57,57,51,49,66,78,72,1,0,0,0,24,563,66,0,57,14,0,66,10,0,0.5,21.3,70.7,3.7,3.7,51.2,48.8,91.7,93.9,68.9,9,10,4,5, TBD ,0,45,19,5,100,73.3,64.4,84,97.2
10X045,2008,0,0,0,0,0,0,0,314,366,381,0,0,0,0,4,1065,104,21,52,109,0,96,0,11,0.8,14.6,77.6,2.2,5,50.6,49.4,91,94.7,81.7,18,46,91,41,0,0,84,16,4,98.8,64.3,53.6,74,82.8
10X046,2008,0,196,204,226,181,195,213,0,0,0,0,0,0,0,5,1220,79,8,105,176,172,110,7,0,0.4,17.2,78.4,2.7,1.2,51.2,48.8,92.1,89.1,87.5,16,30,8,22,0,0,89,26,3,100,71.9,48.3,82,95.1
10X051,2008,0,62,25,48,58,50,33,0,0,0,0,0,0,0,1,277,23,6,32,0,0,11,0,0,0.4,33.6,53.1,3.2,9.8,50.5,49.5,93.7,94.9,50.2,2,0,0,1,0,0,24,5,2,100,50,50,83,94.4
10X054,2008,18,81,124,81,60,54,70,0,0,0,0,0,0,0,0,488,45,0,48,48,0,75,3,0,0.6,23.4,71.9,2.7,1.4,50.8,49.2,90.3,91.9,86.8,15,11,6,9,0,0,41,15,3,100,68.3,43.9,78,92.3
10X056,2008,0,80,104,84,89,103,101,0,0,0,0,0,0,0,0,561,33,0,18,0,0,114,10,0,0.2,15.9,55.6,18.9,9.4,55.8,44.2,92.7,88,81.3,2,8,32,5,0,0,37,7,3,100,73,45.9,86,97.9
10X059,2008,54,27,36,25,137,137,112,0,0,0,0,0,0,0,4,532,50,42,43,0,0,59,27,0,0.4,27.4,70.7,0.9,0.6,50.8,49.2,92.2,90.1,92.6,10,13,9,4,0,0,60,20,4,100,80,68.3,93,98.9
10X079,2008,53,174,186,174,154,154,149,0,0,0,0,0,0,0,2,1046,76,0,54,0,0,209,12,0,0.4,28,69.8,0.4,1.4,51,49,91.5,92.2,86.4,9,13,1,12,0,0,69,20,2,100,53.6,49.3,81,95.4
10X080,2008,0,0,0,0,0,0,0,202,241,225,0,0,0,0,1,669,90,16,49,63,0,99,12,17,1.2,16,69.2,9.4,4.2,58,42,87.2,89.8,76.8,7,38,17,39,0,0,57,18,1,100,59.6,59.6,75,86
10X081,2008,0,123,135,129,116,100,97,0,0,0,0,0,0,0,5,705,23,0,67,0,0,93,3,0,0.6,12.5,40.4,10.8,35.7,52.8,47.2,93.3,96.8,33.9,2,14,11,1,0,0,45,9,4,100,73.3,55.6,93,98.9
10X085,2008,0,163,186,201,208,205,188,0,0,0,0,0,0,0,12,1163,97,26,74,171,0,132,14,0,0.3,31.5,65.6,1.8,0.9,50.9,49.1,91.1,90.8,93,22,41,94,20,0,0,108,34,5,100,74.1,50.9,76,96.3
10X086,2008,82,193,195,260,218,248,236,270,0,0,0,0,0,0,6,1708,154,40,104,247,0,239,30,1,0.2,14.2,81.1,2.8,1.7,53,47,90.6,91.3,82.5,37,53,0,0,0,0,118,35,7,100,68.6,54.2,74,95.7
10X091,2008,0,123,146,133,126,115,117,0,0,0,0,0,0,0,4,764,54,11,41,57,0,189,3,0,0.6,20.8,72,5.6,0.9,53.8,46.2,90.3,90,87.5,16,18,11,6,0,0,66,15,4,100,68.2,54.5,88,88.1
10X094,2008,0,169,196,198,159,180,139,0,0,0,0,0,0,0,5,1046,78,7,61,53,0,169,23,0,0.9,22.6,62,12.7,1.9,50.3,49.7,91.2,92.8,77.3,13,19,15,7,0,0,80,23,9,100,63.8,52.5,78,98.1
10X095,2008,17,98,110,109,121,136,137,142,181,180,0,0,0,0,4,1235,66,43,80,101,0,179,0,4,0.3,24.7,62.8,6.4,5.8,54.5,45.5,91.6,93.7,69.3,16,24,108,11,0,0,101,21,5,96,72.3,55.4,63,88.1
10X118,2008,0,0,0,0,0,0,0,394,394,370,0,0,0,0,2,1160,61,21,65,72,0,59,0,21,0.3,26.6,62.8,8,2.2,46,54,89.8,95.3,80.2,14,26,210,22,0,0,85,19,5,100,69.4,45.9,79,90.4
10X141,2008,0,0,0,0,0,0,0,223,220,210,163,181,107,127,1,1232,39,21,101,0,0,95,0,15,0.6,13.2,47.3,10.2,28.6,49.7,50.3,93.5/91.6,96.4,38.1,0,13,227,17, TBD ,0,86,23,1,100,70.1,60.9,85,94.4
10X159,2008,0,43,47,39,37,33,33,0,0,0,0,0,0,0,0,232,0,29,11,0,133,0,0,0,0.9,8.6,90.1,0,0.4,50,50,94.2,97.8,89.6,4,8,0,0,0,0,21,8,1,100,71.4,42.9,81,93.5
10X205,2008,0,147,172,164,163,168,142,0,0,0,0,0,0,0,2,958,41,0,44,64,0,174,12,0,0.3,14.7,76.5,0.8,7.6,51.5,48.5,92.9,91.6,90.7,10,14,14,2,0,0,76,9,5,100,64.5,46.1,82,100
10X206,2008,0,0,0,0,0,0,93,103,92,124,0,0,0,0,2,414,63,0,23,82,0,44,17,4,0,17.4,78.7,3.4,0.5,54.1,45.9,90.6,94.1,90.7,1,20,6,20,0,0,39,9,2,100,66.7,59,69,90.4
10X207,2008,18,139,187,149,0,0,0,0,0,0,0,0,0,0,2,495,43,0,22,59,0,64,0,0,0.4,11.1,81,3.2,4.2,55,45,,89.7,80.8,20,10,0,0,0,0,39,9,4,100,66.7,61.5,82,98.1
10X209,2008,36,88,57,47,0,0,0,0,0,0,0,0,0,0,0,228,11,9,6,0,0,46,2,0,0.9,27.2,68,2.6,1.3,46.5,53.5,,91.4,84.3,4,1,2,0,0,0,21,7,1,100,33.3,9.5,43,94.4
10X213,2008,0,0,0,0,0,0,0,0,0,0,139,94,65,56,0,354,0,40,11,0,0,40,0,9,0.8,39.3,54.5,4,1.4,79.1,20.9,86.5,92.8,80.1,0,10,13,10, TBD ,0,23,6,1,100,12.5,29.2,54,90
10X225,2008,0,0,0,0,0,0,0,64,84,85,87,69,70,0,0,459,0,25,17,0,0,21,0,0,1.3,24,68.8,2.2,3.7,35.5,64.5,94.5/89.9,97.8,59.4,5,1,6,4, TBD ,0,37,6,1,97.3,51.4,29.7,100,90.2
10X226,2008,18,100,83,77,95,68,0,0,0,0,0,0,0,0,0,441,5,12,15,73,0,72,4,0,0.2,29,70.3,0.2,0.2,51,49,93,88.5,84.1,42,18,2,0,0,0,35,7,2,97.1,60,45.7,60,100
10X228,2008,0,0,0,0,0,0,0,45,50,49,0,0,0,0,0,144,0,0,1,0,0,17,0,0,0,18.8,72.2,2.1,6.9,57.6,42.4,94.7,99.3,60.3,0,2,0,0,0,0,12,4,0,100,50,50,58,86.4
10X237,2008,0,0,0,0,0,0,0,0,66,66,102,70,85,80,0,469,3,18,32,0,0,46,0,5,1.3,30.3,64.6,2.6,1.3,23.2,76.8,90.9/86.8,94.5,74.8,2,6,7,2, TBD ,0,30,7,0,100,30,26.7,67,96
10X241,2008,0,0,0,0,0,0,0,72,88,81,93,0,0,0,0,334,0,8,35,0,0,17,2,0,0.6,29.6,61.4,5.4,3,54.8,45.2,94.5/93.2,97.3,92.5,0,2,3,4, TBD ,0,24,3,0,100,25,12.5,46,100
10X243,2008,0,0,0,0,0,0,0,55,79,69,136,114,65,34,2,554,37,7,36,0,0,90,4,26,0.4,35.2,60.8,3.1,0.5,55.8,44.2,88.6/78.5,94,80.6,2,11,289,35, TBD ,0,38,9,2,100,23.7,26.3,76,91.6
10X244,2008,0,0,0,0,0,0,0,121,299,297,0,0,0,0,3,720,83,0,54,48,0,141,0,17,0.1,17.9,76,4.6,1.4,62.9,37.1,88.7,91.2,79.5,19,41,6,28,0,0,56,13,4,100,33.9,28.6,59,85.2
10X246,2008,0,91,116,116,122,98,120,146,0,0,0,0,0,0,5,814,37,28,71,118,0,154,15,1,0.4,10.9,81.4,5.2,2.1,53.9,46.1,91.1,89.3,92.6,10,5,2,14,0,0,67,13,2,98.5,71.6,53.7,84,88.9
10X254,2008,0,0,0,0,0,0,0,141,174,144,0,0,0,0,0,459,58,0,58,37,0,106,2,11,0.6,20.5,73.6,4.1,1.1,53.8,46.2,89.2,92,89.7,10,21,9,43,0,0,40,19,1,100,62.5,65,80,90
10X268,2008,0,0,0,0,0,0,0,0,0,0,86,110,130,0,0,326,0,0,0,0,0,305,0,31,0.3,9.8,82.2,5.2,2.4,51.2,48.8,83.7,81.7,79.8,3,83,39,11, TBD ,0,17,5,0,100,11.8,23.5,76,100
10X276,2008,0,0,0,0,0,0,0,0,0,0,149,103,39,0,0,291,13,0,30,0,0,30,3,13,0,33.3,64.3,0.7,1.7,49.1,50.9,75.2,93.5,64.4,7,4,27,8, TBD ,0,21,5,0,100,19,9.5,52,90
10X279,2008,0,74,111,109,98,99,115,127,135,153,0,0,0,0,5,1026,101,26,83,161,0,173,11,4,0.5,18.7,73.9,6.4,0.5,54.2,45.8,91.5,93.3,80.3,9,28,37,19,0,0,87,20,6,100,60.9,47.1,74,94.6
10X280,2008,0,80,77,88,89,94,88,83,89,98,0,0,0,0,0,786,22,13,54,0,0,125,1,1,0,15.8,65,7.5,11.7,49,51,92.6,95.1,71.4,29,9,31,14,0,0,56,11,4,100,71.4,32.1,82,95.1
10X284,2008,0,0,0,0,0,0,0,0,0,0,136,106,108,66,0,416,13,13,9,0,0,27,0,5,0.5,38.5,57,2.2,1.9,42.3,57.7,83.7,92.1,79.6,4,5,56,15, TBD ,0,29,6,0,100,51.7,48.3,90,95.3
10X291,2008,0,110,118,119,120,102,0,0,0,0,0,0,0,0,4,573,44,0,34,118,0,100,0,0,0,17.1,79.2,3.1,0.5,50.1,49.9,91.9,93.8,77.7,14,20,0,2,0,0,45,9,1,100,68.9,44.4,71,100
10X306,2008,0,92,143,120,109,130,108,0,0,0,0,0,0,0,6,708,74,0,59,56,0,109,6,0,0.3,33.2,65.8,0.7,0,54.4,45.6,91.7,90.4,94.4,10,4,3,13,0,0,65,32,8,100,67.7,49.2,82,96.4
10X307,2008,36,56,63,53,36,32,30,0,0,0,0,0,0,0,0,306,24,0,3,0,0,80,0,0,0,7.2,84.3,7.2,1.3,46.7,53.3,95.4,93.7,82.1,2,2,6,0,0,0,23,4,2,100,39.1,26.1,48,98.3
10X308,2008,0,0,0,0,0,0,0,110,94,89,0,0,0,0,0,293,24,0,24,0,0,32,0,1,0.3,25.9,68.9,3.4,1.4,10.6,89.4,91.8,99,73.2,1,3,18,2,0,0,20,6,2,100,55,35,55,97.1
10X310,2008,32,110,103,108,125,108,125,0,0,0,0,0,0,0,0,711,31,23,59,51,0,206,0,0,0,13.8,81.2,1.7,3.4,55.6,44.4,93,89.4,79.1,5,27,5,4,0,0,57,15,2,100,57.9,45.6,75,87.3
10X315,2008,0,25,25,33,38,26,24,25,25,21,0,0,0,0,0,242,26,0,26,0,0,57,5,0,0.8,20.2,76,1.6,1.2,49.2,50.8,92.8,94.9,80.8,1,2,25,3,0,0,24,6,2,100,29.2,41.7,75,67.9
10X319,2008,0,0,0,0,0,0,0,0,0,0,38,27,33,27,0,125,1,0,3,0,0,0,0,30,0,41.6,55.2,2.4,0.8,35.2,64.8,,73.1,65.6,1,1,0,1, TBD ,0,11,5,0,100,81.8,72.7,100,100
10X324,2008,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,154,0,0,6,0,0,20,0,0,0.6,28.6,66.9,3.2,0.6,49.4,50.6,94.1,94.8,92.8,0,5,56,9,0,0,11,4,0,100,0,36.4,100,90
10X331,2008,0,0,0,0,0,0,0,126,174,188,0,0,0,0,12,500,67,15,41,0,0,78,1,4,0.2,32,66.2,1.2,0.4,56.4,43.6,92.7,94.6,93,13,8,31,32,0,0,39,17,1,100,25.6,17.9,41,83.5
10X340,2008,18,86,83,77,74,70,67,52,0,0,0,0,0,0,1,528,48,0,28,53,0,65,10,0,0.4,13.8,77.8,4.9,3,47.7,52.3,93.7,95.7,78.8,2,0,1,0,0,0,40,14,3,97.5,87.5,57.5,80,100
10X342,2008,0,0,0,0,0,0,0,0,49,60,104,80,93,0,0,386,0,0,3,339,0,0,8,10,0,0,99.7,0,0.3,54.2,45.8,90.6/85.1,95.4,86.1,1,85,22,5, TBD ,0,23,8,0,100,8.7,47.8,83,84.6
10X344,2008,0,22,41,19,0,0,0,0,0,0,0,0,0,0,0,82,0,0,3,0,0,6,0,0,0,18.3,43.9,13.4,24.4,45.1,54.9,,93.5,60,0,0,0,0,0,0,8,3,1,100,0,37.5,75,100
10X360,2008,18,49,71,62,77,81,70,63,0,0,0,0,0,0,2,493,45,0,23,0,0,91,9,0,0.6,18.9,77.1,1.2,2.2,51.1,48.9,92.4,93,84.1,7,10,1,0,0,0,40,15,1,100,72.5,45,75,96.9
10X368,2008,0,0,0,0,0,0,0,121,172,183,186,150,99,79,0,990,26,30,82,0,0,117,11,12,0.4,15.2,77.7,4,2.6,52.4,47.6,93.4/90.7,97.3,75.3,2,25,22,7, TBD ,0,67,21,1,100,43.3,40.3,78,96.6
10X374,2008,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,122,0,0,2,0,0,6,0,0,1.6,36.9,59,1.6,0.8,41,59,94.2,100,60,0,1,0,0, TBD ,0,7,2,0,100,0,0,29,81
10X390,2008,0,0,0,0,0,0,104,124,145,149,0,0,0,0,0,522,49,9,30,100,0,66,0,12,0.2,19.9,78.4,1.3,0.2,47.7,52.3,89.7,90.5,93.1,12,20,1,19,0,0,45,14,2,100,51.1,40,78,96
10X391,2008,0,0,0,0,0,0,0,232,273,247,0,0,0,0,3,755,90,18,53,63,0,127,0,23,0.7,27,69.8,1.7,0.8,51.8,48.2,87.4,92.9,81.5,18,37,2,2,0,0,61,24,3,96.7,62.3,47.5,75,86.3
10X396,2008,34,33,50,49,51,43,0,0,0,0,0,0,0,0,0,260,11,39,12,0,0,51,0,0,0,22.3,76.2,1.2,0.4,46.9,53.1,92.1,90.9,89.8,7,3,13,2,0,0,39,9,5,100,59,38.5,82,96.7
10X399,2008,0,0,0,0,0,0,0,248,277,220,0,0,0,0,1,746,77,0,62,84,0,137,6,24,0.9,21.6,76.3,0.9,0.3,58.4,41.6,87.7,93.4,89.3,31,43,72,26,0,0,69,18,4,98.6,55.1,46.4,74,78.3
10X412,2008,0,0,0,0,0,0,0,0,0,0,139,117,139,117,5,517,55,0,37,0,0,77,7,8,0.8,36.4,60,2.1,0.8,51.8,48.2,83.6,93.7,72.3,20,8,140,21, TBD ,0,43,17,3,100,79.1,39.5,81,95.2
10X413,2008,0,0,0,0,0,0,0,49,51,33,113,115,85,59,0,505,11,0,14,0,0,25,0,15,1.4,42.2,48.3,7.3,0.8,33.7,66.3,94.6/88.7,98,68.7,2,3,13,20, TBD ,0,37,10,0,100,48.6,24.3,51,85.3
10X414,2008,0,0,0,0,0,0,0,0,0,0,154,149,110,66,5,484,50,0,38,0,0,140,0,27,1,30,66.1,2.1,0.8,53.7,46.3,89.8,84.7,75.9,8,27,244,30, TBD ,0,44,15,1,100,44.4,37.8,78,86.4
10X433,2008,0,0,0,0,0,0,0,0,0,0,189,160,88,82,0,519,47,0,37,0,0,64,8,59,0.6,32,64.4,1.5,1.5,36.6,63.4,77.5,93.4,66.8,6,8,3,4, TBD ,0,35,9,4,100,68.6,45.7,86,97.1
10X434,2008,0,0,0,0,0,0,0,0,0,0,119,116,68,81,1,385,35,0,23,0,0,66,13,18,0.3,34.8,61.8,1.3,1.8,49.1,50.9,83.5,93,78.9,2,10,41,14, TBD ,0,38,14,4,100,69.2,33.3,72,94.8
10X437,2008,0,0,0,0,0,0,0,0,0,0,137,150,72,61,0,420,43,0,45,0,0,14,10,37,0.2,42.1,52.6,2.1,2.9,41.7,58.3,84,92,72.2,14,2,41,13, TBD ,0,36,10,2,100,56.8,32.4,73,88.1
10X438,2008,0,0,0,0,0,0,0,0,0,0,227,154,85,72,0,538,46,8,22,0,0,66,0,61,0.4,35.7,60,2.4,1.5,59.5,40.5,73.5,86.6,75,5,8,130,32, TBD ,0,44,16,0,100,57.8,40,71,84
10X439,2008,0,0,0,0,0,0,0,0,0,0,188,151,48,37,1,425,49,0,28,0,0,49,0,26,0.5,39.5,57.4,1.4,1.2,38.1,61.9,80.5,93,82.6,2,3,108,16, TBD ,0,37,12,2,91.9,54.1,51.4,78,96.8
10X440,2008,0,0,0,0,0,0,0,0,0,0,1560,1166,920,727,19,4392,408,0,144,764,0,72,101,335,0.5,25.2,66.3,5.5,2.5,47.2,52.8,79.6,92.8,70.2,37,169,168,65, TBD ,0,280,82,6,98.9,79.9,69.7,83,92.9
10X442,2008,0,0,0,0,0,0,0,0,0,0,109,125,55,59,0,348,0,0,16,0,0,21,5,7,0,32.5,64.7,0.6,2.3,39.4,60.6,88.9,96.4,73.9,1,2,34,1, TBD ,0,24,6,0,100,37.5,25,67,100
10X445,2008,0,0,0,0,0,0,0,0,0,0,766,720,589,595,0,2670,0,0,3,0,0,0,0,0,0.3,4.4,7.7,59.9,27.7,55.4,44.6,96.5,99.9,27.2,1,2,43,5, TBD ,0,125,33,2,100,66.4,64.9,91,96.3
10X475,2008,0,0,0,0,0,0,0,0,0,0,812,477,431,338,2,2060,262,39,57,67,0,325,43,113,0.5,28.8,66.5,1.9,2.3,61.5,38.5,81.8,90.4,77.3,8,81,26,25, TBD ,0,160,51,4,100,83.9,74.5,94,77.1
10X477,2008,0,0,0,0,0,0,0,0,0,0,104,117,96,101,0,418,0,5,0,0,0,165,1,11,0.2,17.5,60.8,15.1,6.5,46.9,53.1,92.5,97.6,80.6,1,37,14,8, TBD ,0,33,5,1,100,50,35.3,82,100
10X495,2008,0,0,0,0,0,0,0,0,0,0,108,130,113,74,0,425,6,23,8,0,0,25,0,2,0,25.4,72.9,0.7,0.9,42.6,57.4,88.5,95.3,76.5,1,1,42,6, TBD ,0,25,16,0,100,80,64,84,96.7
10X546,2008,0,0,0,0,0,0,0,0,0,0,131,141,67,75,0,414,10,18,27,0,0,34,3,12,0.2,35.5,61.1,0.5,2.7,30.9,69.1,81.9,96.1,76.9,3,4,113,8, TBD ,0,28,9,0,96.4,57.1,25,75,94.8
10X549,2008,0,0,0,0,0,0,0,0,0,0,253,59,75,53,2,442,60,0,38,0,0,61,15,34,0.4,25.3,72,1.4,0.9,51.1,48.9,82.4,93.2,74.4,1,14,26,13, TBD ,0,28,9,0,96.4,7.1,32.1,82,100
10X660,2008,0,0,0,0,0,0,0,0,0,0,613,492,181,146,13,1445,201,0,26,93,0,110,48,88,0.4,31.4,65.3,1.1,1.9,37,63,79.2,94.8,71,6,44,154,38, TBD ,0,99,32,2,100,68.3,62.4,87,99.2
10X696,2008,0,0,0,0,0,0,0,0,0,0,89,82,75,86,0,332,0,0,1,0,0,0,0,0,0.6,19.6,23.5,16,40.4,51.2,48.8,95.8,100,21.3,0,0,6,1, TBD ,0,24,6,0,100,79.2,50,100,96.9
11X016,2008,36,46,105,114,88,99,101,0,0,0,0,0,0,0,0,589,34,15,36,0,0,24,0,0,2.4,60.6,24.8,10,2.2,53.5,46.5,92.7,86.6,79.9,4,4,5,1,0,0,49,9,3,100,55.1,34.7,92,80.6
11X019,2008,0,44,50,51,53,57,57,60,59,64,0,0,0,0,0,495,0,0,60,0,0,29,0,0,0.2,10.7,20.8,4,64.2,53.7,46.3,93.3,97,34.5,2,2,9,2,0,0,34,7,2,100,79.4,67.6,91,95.7
11X021,2008,0,116,154,151,156,123,117,0,0,0,0,0,0,0,0,817,52,12,42,0,0,37,1,0,0.9,74.2,23.1,1,0.9,52.6,47.4,90.2,85.4,78,24,2,35,17,0,0,58,12,6,100,74.1,63.8,86,92.9
11X041,2008,0,126,156,161,127,147,156,0,0,0,0,0,0,0,1,874,54,17,37,0,0,101,2,0,0.7,59.4,37.9,0.8,1.3,51.8,48.2,90.9,87.7,85.1,23,9,39,24,0,0,67,13,1,100,61.2,44.8,73,100
11X068,2008,18,105,120,104,137,147,167,0,0,0,0,0,0,0,5,803,64,18,22,0,0,12,2,0,0.9,83.4,13,1.4,1.4,51.3,48.7,93.6,91.1,87.2,7,3,21,21,0,0,67,20,3,100,67.2,71.6,90,100
11X076,2008,0,149,172,158,195,171,177,0,0,0,0,0,0,0,4,1026,44,29,51,0,0,127,3,0,0.3,52.8,41.5,2.7,2.6,53.2,46.8,92.1,91.8,83.3,16,11,14,9,0,0,80,11,9,98.8,78.8,50,84,97.4
11X083,2008,0,131,154,155,150,170,171,230,215,245,0,0,0,0,5,1626,48,94,66,0,0,162,5,1,0.6,13.8,49,11.8,24.8,50.6,49.4,91.6,94.7,63.3,2,21,13,4,0,0,118,18,12,99.2,78.8,62.7,92,91.7
11X087,2008,0,89,79,72,82,91,87,0,0,0,0,0,0,0,5,505,23,8,29,0,0,9,0,0,2.2,75.4,18.6,3.4,0.4,54.3,45.7,92.8,88,68.7,12,1,13,5,0,0,38,10,4,97.4,81.6,84.2,95,87.4
