,0,1,2,3,4
0,0.934,0.9445,0.9435,0.946,0.947
1,1.809807806967005,1.252937582448007,0.8807641532266136,0.5075014282192171,0.350606663637077
2,0.9855,0.991,0.993,0.989,0.992
3,2.3747071613366493,1.72702156274722,1.225916262748146,0.7141568086067728,0.4953036764311934
4,0.935,0.947,0.94,0.9455,0.9455
5,1.8209407711658532,1.2618494366101376,0.8854903564830269,0.508531165429629,0.3508172044518904
6,0.9295,0.9395,0.94,0.9525,0.9505
7,1.8972735980944362,1.299030688598096,0.8957455036400993,0.5091656622219164,0.35178640923143917
8,0.985,0.9905,0.9955,0.9965,0.9955
9,2.4890133366859146,1.808727931751147,1.2898738199653896,0.7507325574133639,0.5216485224592093
10,0.9185,0.9395,0.9415,0.9545,0.9515
11,1.858098419573665,1.2821650355992262,0.892601673066819,0.5081121419647592,0.3515625644777997
12,0.9445,0.9545,0.96,0.9435,0.945
13,2.4987054045315813,1.702419404226649,1.1926518964348545,0.6788276953099694,0.4692724799016934
14,0.98,0.9915,0.992,0.9905,0.991
15,3.0800467277160037,2.2222033066675433,1.5933291014044197,0.9220153202201926,0.6401663193299284
16,0.9915,0.994,0.998,0.996,0.9965
17,3.7481580120306592,2.578074575328484,1.8109089173461608,1.0323224040486891,0.7138965520975143
18,0.9355,0.948,0.9375,0.9445,0.947
19,1.8894525516829492,1.3187957656609721,0.9266281368053629,0.5339209808930466,0.3709427428552648
20,0.947,0.968,0.958,0.9635,0.9655
21,1.9311264615012849,1.40583890316693,1.0049710109094976,0.5840475893164682,0.4060540768834667
22,0.955,0.974,0.97,0.971,0.975
23,2.2078148669652196,1.5432568889930844,1.0771224578925318,0.6167533932196334,0.4280209864484454
24,0.9315,0.9435,0.9495,0.9465,0.953
25,2.011982117521462,1.3861390477551274,0.9615448736954533,0.5504932684289668,0.3805064082422374
26,0.953,0.966,0.979,0.977,0.985
27,2.1523733344293507,1.5704934893539213,1.1166706104007913,0.6504459294768556,0.45181729850084806
28,0.9615,0.973,0.979,0.9785,0.9845
29,2.4186311969634207,1.667054784261067,1.1549975995529036,0.6620572858136231,0.4579212362624438
30,0.9065,0.929,0.9305,0.9425,0.9505
31,4.729797987286225,3.361126006658431,2.3880577101333555,1.3878124568805965,0.9610560698031362
32,0.9425,0.96,0.9615,0.966,0.967
33,5.001026214668551,3.624102187065288,2.606043610574837,1.5214967516466142,1.0549531094346094
34,0.956,0.9675,0.966,0.9725,0.9735
35,5.623159162592949,3.930174660085498,2.767141547095799,1.5949770202838107,1.1007732255525828
