,0,1,2,3,4
0,0.934,0.9445,0.9435,0.946,0.947
1,1.8098078069670047,1.252937582448007,0.8807641532266136,0.5075014282192171,0.350606663637077
2,0.9855,0.991,0.993,0.989,0.992
3,2.3747071613366493,1.7270215627472216,1.2259162627481466,0.7141568086067723,0.4953036764311929
4,0.935,0.947,0.94,0.9455,0.9455
5,1.8209407711658536,1.261849436610139,0.8854903564830282,0.5085311654296288,0.3508172044518905
6,0.9295,0.9395,0.94,0.9525,0.9505
7,1.8972735980944362,1.299030688598096,0.8957455036400993,0.5091656622219164,0.35178640923143917
8,0.985,0.9905,0.9955,0.9965,0.9955
9,2.4890133366859146,1.8087279317511487,1.2898738199653907,0.7507325574133636,0.5216485224592092
10,0.9185,0.9395,0.9415,0.9545,0.9515
11,1.8580984195736658,1.2821650355992273,0.8926016730668193,0.5081121419647584,0.3515625644777995
12,0.9445,0.9545,0.96,0.9435,0.945
13,2.4987054045315813,1.702419404226649,1.1926518964348545,0.6788276953099694,0.4692724799016934
14,0.98,0.9915,0.992,0.9905,0.991
15,3.080046727716003,2.2222033066675455,1.5933291014044204,0.9220153202201925,0.6401663193299281
16,0.9915,0.994,0.998,0.996,0.9965
17,3.748158012030659,2.578074575328488,1.8109089173461619,1.0323224040486885,0.7138965520975157
18,0.9355,0.948,0.9375,0.9445,0.947
19,1.8894525516829492,1.3187957656609721,0.9266281368053629,0.5339209808930466,0.3709427428552648
20,0.947,0.968,0.958,0.9635,0.9655
21,1.9311264615012846,1.405838903166931,1.004971010909498,0.5840475893164679,0.40605407688346706
22,0.955,0.974,0.97,0.971,0.975
23,2.20781486696522,1.5432568889930862,1.0771224578925327,0.6167533932196329,0.4280209864484455
24,0.9315,0.9435,0.9495,0.9465,0.953
25,2.011982117521462,1.3861390477551274,0.9615448736954533,0.5504932684289668,0.3805064082422374
26,0.953,0.966,0.979,0.977,0.985
27,2.1523733344293507,1.5704934893539224,1.116670610400793,0.6504459294768552,0.45181729850084784
28,0.9615,0.973,0.979,0.9785,0.9845
29,2.418631196963421,1.6670547842610688,1.154997599552905,0.6620572858136226,0.45792123626244396
30,0.9065,0.929,0.9305,0.9425,0.9505
31,4.729797987286225,3.361126006658431,2.3880577101333555,1.3878124568805965,0.9610560698031362
32,0.9425,0.96,0.9615,0.966,0.967
33,5.00102621466855,3.6241021870652896,2.6060436105748375,1.5214967516466136,1.0549531094346092
34,0.956,0.9675,0.966,0.9725,0.9735
35,5.623159162592954,3.930174660085504,2.767141547095802,1.5949770202838087,1.1007732255525828
