,0,1,2,3,4
0,0.962,0.955,0.9335,0.9445,0.9535
1,2.001960718941245,1.5470189379676682,0.9227154088657566,0.4802074687092169,0.3541855740122856
2,0.9905,0.9895,0.986,0.995,0.997
3,2.3727351430778207,1.8909039219754413,1.2076935165724758,0.7023573165230211,0.5059894344027969
4,0.9185,0.939,0.9405,0.947,0.9525
5,1.8217663090793121,1.4749963488704716,0.9375065118903839,0.4834814369941112,0.3542996119366643
6,0.9495,0.9375,0.9405,0.937,0.952
7,1.8285062552991587,1.3090244166429383,0.8475095483435425,0.5053538658008283,0.35414874866506185
8,0.987,0.982,0.997,0.9945,0.998
9,2.3368130313744957,1.5602308946093029,1.35430938807145,0.7485241368573268,0.5397631472609258
10,0.934,0.9395,0.9425,0.9415,0.953
11,1.789010389785735,1.3108790905736047,0.8524208945587021,0.5182645075301344,0.3556813343933037
12,0.997,0.979,0.9975,0.989,0.9945
13,2.439094709947281,1.7097996009976968,1.144328318328576,0.6861808705508275,0.46784921326339685
14,1.0,0.9985,1.0,0.9995,1.0
15,3.1121353346021405,2.2277768914110263,1.485493837454789,0.9160293182915266,0.6537017485710944
16,0.9995,0.9995,1.0,1.0,1.0
17,3.76576491482224,2.627802484707748,1.7286711963653334,1.0154500251861533,0.7089935901230893
18,0.931,0.9345,0.954,0.9535,0.964
19,1.6737327956199959,1.292313261708898,1.0152767304229506,0.5615326244647751,0.37265100765120407
20,0.9435,0.956,0.9695,0.9685,0.977
21,1.750926071651107,1.4103004612151622,1.084657385684637,0.5989507235440709,0.4072058574779963
22,0.973,0.976,0.975,0.976,0.9815
23,2.190192990547617,1.5721405012567187,1.14862270072768,0.6550021989632496,0.43209767330834564
24,0.962,0.9615,0.9735,0.9625,0.968
25,2.244105006352869,1.1525505614310858,0.9748089127249197,0.5535264708309581,0.37711893123052864
26,0.9805,0.987,0.995,0.987,0.9875
27,2.4718626586402928,1.4148608306952037,1.1616408379705527,0.6549728248903021,0.44830897473503595
28,0.961,0.9915,0.993,0.988,0.987
29,2.5061204075198864,1.529899743748938,1.1509637089609486,0.6557736372621126,0.45254285566416186
30,0.9105,0.9675,0.9655,0.9715,0.9665
31,4.8463301878822165,3.2444224792883842,2.2325711680351024,1.4252880388965021,1.0251130815524672
32,0.9625,0.9835,0.9855,0.9835,0.9765
33,5.392469450432087,3.4486767047507083,2.4367929111362,1.5492665230794782,1.0896886144767461
34,0.967,0.9875,0.9865,0.9865,0.986
35,5.885514979466782,3.811758525269192,2.537393739568225,1.6106437975511383,1.165542746097838
